id,FormName,CIK,ValueDate,FilingDate,FormURL,ReportQuarter
19,a10-qq320196292019,320193,2019-06-29,2019-07-31,https://www.sec.gov/Archives/edgar/data/0000320193/000032019319000076/a10-qq320196292019.htm,2019-04-01
20,a10-qq220193302019,320193,2019-03-30,2019-05-01,https://www.sec.gov/Archives/edgar/data/0000320193/000032019319000066/a10-qq220193302019.htm,2019-01-01
21,a10-qq1201912292018,320193,2018-12-29,2019-01-30,https://www.sec.gov/Archives/edgar/data/0000320193/000032019319000010/a10-qq1201912292018.htm,2018-10-01
22,amgn-20231231,318154,2023-12-31,2024-02-14,https://www.sec.gov/Archives/edgar/data/0000318154/000031815424000011/amgn-20231231.htm,2023-10-01
23,amgn-20230930,318154,2023-09-30,2023-10-31,https://www.sec.gov/Archives/edgar/data/0000318154/000031815423000064/amgn-20230930.htm,2023-07-01
24,amgn-20230630,318154,2023-06-30,2023-08-04,https://www.sec.gov/Archives/edgar/data/0000318154/000031815423000053/amgn-20230630.htm,2023-04-01
25,amgn-20230331,318154,2023-03-31,2023-04-28,https://www.sec.gov/Archives/edgar/data/0000318154/000031815423000029/amgn-20230331.htm,2023-01-01
26,amgn-20221231,318154,2022-12-31,2023-02-09,https://www.sec.gov/Archives/edgar/data/0000318154/000031815423000017/amgn-20221231.htm,2022-10-01
27,amgn-20220930,318154,2022-09-30,2022-11-04,https://www.sec.gov/Archives/edgar/data/0000318154/000031815422000055/amgn-20220930.htm,2022-07-01
28,amgn-20220630,318154,2022-06-30,2022-08-05,https://www.sec.gov/Archives/edgar/data/0000318154/000031815422000041/amgn-20220630.htm,2022-04-01
29,amgn-20220331,318154,2022-03-31,2022-04-28,https://www.sec.gov/Archives/edgar/data/0000318154/000031815422000021/amgn-20220331.htm,2022-01-01
30,amgn-20211231,318154,2021-12-31,2022-02-16,https://www.sec.gov/Archives/edgar/data/0000318154/000031815422000010/amgn-20211231.htm,2021-10-01
31,amgn-20210930,318154,2021-09-30,2021-11-03,https://www.sec.gov/Archives/edgar/data/0000318154/000031815421000045/amgn-20210930.htm,2021-07-01
32,amgn-20210630,318154,2021-06-30,2021-08-04,https://www.sec.gov/Archives/edgar/data/0000318154/000031815421000034/amgn-20210630.htm,2021-04-01
33,amgn-20210331,318154,2021-03-31,2021-04-28,https://www.sec.gov/Archives/edgar/data/0000318154/000031815421000019/amgn-20210331.htm,2021-01-01
34,amgn-20201231,318154,2020-12-31,2021-02-09,https://www.sec.gov/Archives/edgar/data/0000318154/000031815421000010/amgn-20201231.htm,2020-10-01
35,amgn-20200930,318154,2020-09-30,2020-10-29,https://www.sec.gov/Archives/edgar/data/0000318154/000031815420000060/amgn-20200930.htm,2020-07-01
36,amgn-20200630,318154,2020-06-30,2020-07-29,https://www.sec.gov/Archives/edgar/data/0000318154/000031815420000048/amgn-20200630.htm,2020-04-01
37,amgn-2020331x10q,318154,2020-03-31,2020-05-01,https://www.sec.gov/Archives/edgar/data/0000318154/000031815420000031/amgn-2020331x10q.htm,2020-01-01
38,amgn-12312019x10kq42019,318154,2019-12-31,2020-02-12,https://www.sec.gov/Archives/edgar/data/0000318154/000031815420000017/amgn-12312019x10kq42019.htm,2019-10-01
39,amgn-2019930x10q,318154,2019-09-30,2019-10-30,https://www.sec.gov/Archives/edgar/data/0000318154/000031815419000046/amgn-2019930x10q.htm,2019-07-01
40,amgn-2019630x10q,318154,2019-06-30,2019-07-31,https://www.sec.gov/Archives/edgar/data/0000318154/000031815419000037/amgn-2019630x10q.htm,2019-04-01
41,amgn-2019331x10q,318154,2019-03-31,2019-05-01,https://www.sec.gov/Archives/edgar/data/0000318154/000031815419000018/amgn-2019331x10q.htm,2019-01-01
42,amgn-12312018x10kq42018,318154,2018-12-31,2019-02-13,https://www.sec.gov/Archives/edgar/data/0000318154/000031815419000008/amgn-12312018x10kq42018.htm,2018-10-01
43,amzn-20231231,1018724,2023-12-31,2024-02-02,https://www.sec.gov/Archives/edgar/data/0001018724/000101872424000008/amzn-20231231.htm,2023-10-01
44,amzn-20230930,1018724,2023-09-30,2023-10-27,https://www.sec.gov/Archives/edgar/data/0001018724/000101872423000018/amzn-20230930.htm,2023-07-01
45,amzn-20230630,1018724,2023-06-30,2023-08-04,https://www.sec.gov/Archives/edgar/data/0001018724/000101872423000012/amzn-20230630.htm,2023-04-01
46,amzn-20230331,1018724,2023-03-31,2023-04-28,https://www.sec.gov/Archives/edgar/data/0001018724/000101872423000008/amzn-20230331.htm,2023-01-01
47,amzn-20221231,1018724,2022-12-31,2023-02-03,https://www.sec.gov/Archives/edgar/data/0001018724/000101872423000004/amzn-20221231.htm,2022-10-01
48,amzn-20220930,1018724,2022-09-30,2022-10-28,https://www.sec.gov/Archives/edgar/data/0001018724/000101872422000023/amzn-20220930.htm,2022-07-01
49,amzn-20220630,1018724,2022-06-30,2022-07-29,https://www.sec.gov/Archives/edgar/data/0001018724/000101872422000019/amzn-20220630.htm,2022-04-01
50,amzn-20220331,1018724,2022-03-31,2022-04-29,https://www.sec.gov/Archives/edgar/data/0001018724/000101872422000013/amzn-20220331.htm,2022-01-01
51,amzn-20211231,1018724,2021-12-31,2022-02-04,https://www.sec.gov/Archives/edgar/data/0001018724/000101872422000005/amzn-20211231.htm,2021-10-01
52,amzn-20210930,1018724,2021-09-30,2021-10-29,https://www.sec.gov/Archives/edgar/data/0001018724/000101872421000028/amzn-20210930.htm,2021-07-01
53,amzn-20210630,1018724,2021-06-30,2021-07-30,https://www.sec.gov/Archives/edgar/data/0001018724/000101872421000020/amzn-20210630.htm,2021-04-01
54,amzn-20210331,1018724,2021-03-31,2021-04-30,https://www.sec.gov/Archives/edgar/data/0001018724/000101872421000010/amzn-20210331.htm,2021-01-01
55,amzn-20201231,1018724,2020-12-31,2021-02-03,https://www.sec.gov/Archives/edgar/data/0001018724/000101872421000004/amzn-20201231.htm,2020-10-01
56,amzn-20200930,1018724,2020-09-30,2020-10-30,https://www.sec.gov/Archives/edgar/data/0001018724/000101872420000030/amzn-20200930.htm,2020-07-01
57,amzn-20200630,1018724,2020-06-30,2020-07-31,https://www.sec.gov/Archives/edgar/data/0001018724/000101872420000021/amzn-20200630.htm,2020-04-01
58,amzn-20200331x10q,1018724,2020-03-31,2020-05-01,https://www.sec.gov/Archives/edgar/data/0001018724/000101872420000010/amzn-20200331x10q.htm,2020-01-01
59,amzn-20191231x10k,1018724,2019-12-31,2020-01-31,https://www.sec.gov/Archives/edgar/data/0001018724/000101872420000004/amzn-20191231x10k.htm,2019-10-01
60,amzn-2019930x10q,1018724,2019-09-30,2019-10-25,https://www.sec.gov/Archives/edgar/data/0001018724/000101872419000089/amzn-2019930x10q.htm,2019-07-01
61,amzn-2019630x10q,1018724,2019-06-30,2019-07-26,https://www.sec.gov/Archives/edgar/data/0001018724/000101872419000071/amzn-2019630x10q.htm,2019-04-01
62,amzn-2019331x10q,1018724,2019-03-31,2019-04-26,https://www.sec.gov/Archives/edgar/data/0001018724/000101872419000043/amzn-2019331x10q.htm,2019-01-01
63,amzn-20181231x10k,1018724,2018-12-31,2019-02-01,https://www.sec.gov/Archives/edgar/data/0001018724/000101872419000004/amzn-20181231x10k.htm,2018-10-01
64,bbwi-20231028,701985,2023-10-28,2023-12-01,https://www.sec.gov/Archives/edgar/data/0000701985/000070198523000035/bbwi-20231028.htm,2023-10-01
65,bbwi-20230729,701985,2023-07-29,2023-09-01,https://www.sec.gov/Archives/edgar/data/0000701985/000070198523000030/bbwi-20230729.htm,2023-07-01
66,bbwi-20230429,701985,2023-04-29,2023-06-02,https://www.sec.gov/Archives/edgar/data/0000701985/000070198523000018/bbwi-20230429.htm,2023-04-01
67,bbwi-20230128,701985,2023-01-28,2023-03-17,https://www.sec.gov/Archives/edgar/data/0000701985/000070198523000008/bbwi-20230128.htm,2023-01-01
68,bbwi-20221029,701985,2022-10-29,2022-11-30,https://www.sec.gov/Archives/edgar/data/0000701985/000070198522000040/bbwi-20221029.htm,2022-10-01
69,bbwi-20220730,701985,2022-07-30,2022-09-02,https://www.sec.gov/Archives/edgar/data/0000701985/000070198522000032/bbwi-20220730.htm,2022-07-01
70,bbwi-20220430,701985,2022-04-30,2022-06-02,https://www.sec.gov/Archives/edgar/data/0000701985/000070198522000017/bbwi-20220430.htm,2022-04-01
71,bbwi-20220129,701985,2022-01-29,2022-03-18,https://www.sec.gov/Archives/edgar/data/0000701985/000070198522000009/bbwi-20220129.htm,2022-01-01
72,bbwi-20211030,701985,2021-10-30,2021-12-03,https://www.sec.gov/Archives/edgar/data/0000701985/000070198521000038/bbwi-20211030.htm,2021-10-01
73,bbwi-20210731,701985,2021-07-31,2021-09-02,https://www.sec.gov/Archives/edgar/data/0000701985/000070198521000030/bbwi-20210731.htm,2021-07-01
74,lb-20210501,701985,2021-05-01,2021-06-03,https://www.sec.gov/Archives/edgar/data/0000701985/000070198521000020/lb-20210501.htm,2021-04-01
75,lb-20210130,701985,2021-01-30,2021-03-19,https://www.sec.gov/Archives/edgar/data/0000701985/000070198521000011/lb-20210130.htm,2021-01-01
76,lb-20201031,701985,2020-10-31,2020-12-04,https://www.sec.gov/Archives/edgar/data/0000701985/000070198520000050/lb-20201031.htm,2020-10-01
77,ltd-20208110q,701985,2020-08-01,2020-09-03,https://www.sec.gov/Archives/edgar/data/0000701985/000070198520000036/ltd-20208110q.htm,2020-07-01
78,ltd-20205210q,701985,2020-05-02,2020-06-03,https://www.sec.gov/Archives/edgar/data/0000701985/000070198520000020/ltd-20205210q.htm,2020-04-01
79,lb21202010k,701985,2020-02-01,2020-03-30,https://www.sec.gov/Archives/edgar/data/0000701985/000070198520000010/lb21202010k.htm,2020-01-01
80,ltd-201911210q,701985,2019-11-02,2019-12-06,https://www.sec.gov/Archives/edgar/data/0000701985/000070198519000049/ltd-201911210q.htm,2019-10-01
81,ltd-20198310q,701985,2019-08-03,2019-09-06,https://www.sec.gov/Archives/edgar/data/0000701985/000070198519000039/ltd-20198310q.htm,2019-07-01
82,ltd-201954_10q,701985,2019-05-04,2019-06-04,https://www.sec.gov/Archives/edgar/data/0000701985/000070198519000028/ltd-201954_10q.htm,2019-04-01
83,lb22201910k,701985,2019-02-02,2019-03-22,https://www.sec.gov/Archives/edgar/data/0000701985/000070198519000015/lb22201910k.htm,2019-01-01
84,ltd-2018113_10q,701985,2018-11-03,2018-12-04,https://www.sec.gov/Archives/edgar/data/0000701985/000070198518000061/ltd-2018113_10q.htm,2018-10-01
85,bmy-20231231,14272,2023-12-31,2024-02-13,https://www.sec.gov/Archives/edgar/data/0000014272/000001427224000044/bmy-20231231.htm,2023-10-01
86,bmy-20230930,14272,2023-09-30,2023-10-26,https://www.sec.gov/Archives/edgar/data/0000014272/000001427223000181/bmy-20230930.htm,2023-07-01
87,bmy-20230630,14272,2023-06-30,2023-07-27,https://www.sec.gov/Archives/edgar/data/0000014272/000001427223000152/bmy-20230630.htm,2023-04-01
88,bmy-20230331,14272,2023-03-31,2023-04-27,https://www.sec.gov/Archives/edgar/data/0000014272/000001427223000104/bmy-20230331.htm,2023-01-01
89,bmy-20221231,14272,2022-12-31,2023-02-14,https://www.sec.gov/Archives/edgar/data/0000014272/000001427223000046/bmy-20221231.htm,2022-10-01
90,bmy-20220930,14272,2022-09-30,2022-10-26,https://www.sec.gov/Archives/edgar/data/0000014272/000001427222000196/bmy-20220930.htm,2022-07-01
91,bmy-20220630,14272,2022-06-30,2022-07-27,https://www.sec.gov/Archives/edgar/data/0000014272/000001427222000166/bmy-20220630.htm,2022-04-01
92,bmy-20220331,14272,2022-03-31,2022-04-29,https://www.sec.gov/Archives/edgar/data/0000014272/000001427222000114/bmy-20220331.htm,2022-01-01
93,bmy-20211231,14272,2021-12-31,2022-02-09,https://www.sec.gov/Archives/edgar/data/0000014272/000001427222000051/bmy-20211231.htm,2021-10-01
